//Index   Type   Name                                 Level   MaxLife   MaxMana   DamageMin   DamageMax   Defense   MagicDefense   AttackRate   DefenseRate   MoveRange   AttackType   AttackRange   ViewRange   MoveSpeed   AttackSpeed   RegenTime   Attribute   ItemRate   MoneyRate   MaxItemLevel   MonsterSkill   Resistance1   Resistance2   Resistance3   Resistance4   Resistance5   Resistance6   Resistance7   ElementalAttribute   ElementalPattern   ElementalDefense   ElementalDamageMin   ElementalDamageMax   ElementalAttackRate   ElementalDefenseRate   ExperienceLevel
391       0      "Illusion Sorcerer Spirit"           134     134       0         134         134         134       134            134          134           5           0            1             6           1600        2000          0           2           150        100         4              0              9             9             9             9             0             0             0             0                    0                  134                0                    0                    0                     0                      134 
392       0      "Illusion Sorcerer Spirit"           146     146       0         146         146         146       146            146          146           4           3            4             4           800         1600          0           2           130        0           3              0              27            27            27            27            0             0             0             0                    0                  146                0                    0                    0                     0                      146 
393       0      "Illusion Sorcerer Spirit"           146     146       0         146         146         146       146            146          146           4           7            4             4           800         1600          0           2           130        0           3              0              28            28            28            28            0             0             0             0                    0                  146                0                    0                    0                     0                      146 
394       0      "Illusion Sorcerer Spirit"           154     154       0         154         154         154       154            154          154           5           0            1             6           1600        2000          0           2           130        0           4              0              29            29            29            29            0             0             0             0                    0                  154                0                    0                    0                     0                      154 
395       0      "Illusion Sorcerer Spirit"           167     167       0         167         167         167       167            167          167           4           3            4             4           800         1600          0           2           130        0           3              0              27            27            27            27            0             0             0             0                    0                  167                0                    0                    0                     0                      167 
396       0      "Illusion Sorcerer Spirit"           167     167       0         167         167         167       167            167          167           4           7            4             4           800         1600          0           2           130        0           3              0              28            28            28            28            0             0             0             0                    0                  167                0                    0                    0                     0                      167 
397       0      "Illusion Sorcerer Spirit"           175     175       0         175         175         175       175            175          175           5           0            1             6           1600        2000          0           2           130        0           4              0              29            29            29            29            0             0             0             0                    0                  175                0                    0                    0                     0                      175 
398       0      "Illusion Sorcerer Spirit"           188     188       0         188         188         188       188            188          188           4           3            4             4           800         1600          0           2           130        0           3              0              27            27            27            27            0             0             0             0                    0                  188                0                    0                    0                     0                      188 
399       0      "Illusion Sorcerer Spirit"           188     188       0         188         188         188       188            188          188           4           7            4             4           800         1600          0           2           130        0           3              0              28            28            28            28            0             0             0             0                    0                  188                0                    0                    0                     0                      188 
400       0      "Illusion Sorcerer Spirit"           196     196       0         196         196         196       196            196          196           5           0            1             6           1600        2000          0           2           130        0           4              0              29            29            29            29            0             0             0             0                    0                  196                0                    0                    0                     0                      196 
401       0      "Illusion Sorcerer Spirit"           317     317       0         317         317         317       317            317          317           4           3            4             4           800         1600          0           2           130        0           3              0              27            27            27            27            0             0             0             0                    0                  317                0                    0                    0                     0                      317 
402       0      "Illusion Sorcerer Spirit"           317     317       0         317         317         317       317            317          317           4           7            4             4           800         1600          0           2           130        0           3              0              28            28            28            28            0             0             0             0                    0                  317                0                    0                    0                     0                      317 
403       0      "Illusion Sorcerer Spirit"           326     326       0         326         326         326       326            326          326           5           0            1             6           1600        2000          0           2           130        0           4              0              29            29            29            29            0             0             0             0                    0                  326                0                    0                    0                     0                      326 
404       0      "MU Allies"                          2       2         0         2           2           2         2              2            2             0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0             0             0             0             0                    0                  2                  0                    0                    0                     0                      2   
405       0      "Illusion Sorcerer"                  2       2         0         2           2           2         2              2            2             0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0             0             0             0             0                    0                  2                  0                    0                    0                     0                      2   
406       1      "Apostle Devin"                      2       2         0         2           2           2         2              2            2             0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0             0             0             0             0                    0                  2                  0                    0                    0                     0                      2   
407       1      "Werewolf Quarel"                    2       2         0         2           2           2         2              2            2             0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0             0             0             0             0                    0                  2                  0                    0                    0                     0                      2   
408       1      "Gatekeeper"                         2       2         0         2           2           2         2              2            2             0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0             0             0             0             0                    0                  2                  0                    0                    0                     0                      2   
409       0      "Balram (Trainee Soldier)"           342     342       0         342         342         342       342            342          342           6           0            4             7           500         1500          5           2           150        46          3              0              23            23            23            23            0             0             0             0                    0                  342                0                    0                    0                     0                      342 
410       0      "Death Spirit (Trainee Soldier)"     347     347       0         347         347         347       347            347          347           6           0            4             7           500         1500          5           2           150        46          3              0              25            25            25            25            0             0             0             0                    0                  347                0                    0                    0                     0                      347 
411       0      "Soram (Trainee Soldier)"            352     352       0         352         352         352       352            352          352           6           0            2             7           500         1500          5           2           150        46          3              0              25            25            25            25            0             0             0             0                    0                  352                0                    0                    0                     0                      352 
412       0      "Dark Elf (Trainee Soldier)"         402     402       0         402         402         402       402            402          402           6           0            6             10          700         1700          5           2           150        46          3              0              23            254           23            23            0             0             0             0                    0                  402                0                    0                    0                     0                      402 
413       0      "Gold Rabbit"                        522     522       0         522         522         522       522            522          522           3           0            0             1           100         0             14400       1           200        10          0              0              254           254           254           254           0             0             0             0                    0                  522                0                    0                    0                     0                      522 
414       0      "Helper Ellen"                       2       2         0         2           2           2         2              2            2             0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0             0             0             0             0                    0                  2                  0                    0                    0                     0                      2   
415       1      "Silvia"                             2       2         0         2           2           2         2              2            2             0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0             0             0             0             0                    0                  2                  0                    0                    0                     0                      2   
416       1      "Rhea"                               2       2         0         2           2           2         2              2            2             0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0             0             0             0             0                    0                  2                  0                    0                    0                     0                      2   
417       1      "Marce"                              2       2         0         2           2           2         2              2            2             0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0             0             0             0             0                    0                  2                  0                    0                    0                     0                      2   
418       0      "Strange Rabbit"                     4       4         0         4           4           4         4              4            4             3           0            1             4           400         2000          5           2           120        20          6              0              0             0             0             0             0             0             0             0                    0                  4                  0                    0                    0                     0                      4   
419       0      "Hideous Rabbit"                     16      16        0         16          16          16        16             16           16            3           0            1             4           400         1400          5           2           160        24          6              0              0             0             0             0             0             0             0             0                    0                  16                 0                    0                    0                     0                      16  
420       0      "Werewolf"                           23      23        0         23          23          23        23             23           23            3           0            1             5           400         1800          5           2           170        28          6              0              0             0             0             0             0             0             0             0                    0                  23                 0                    0                    0                     0                      23  
421       0      "Polluted Butterfly"                 10      10        0         10          10          10        10             10           10            3           0            1             4           400         1600          5           2           140        24          6              0              0             0             0             0             0             0             0             0                    0                  10                 0                    0                    0                     0                      10  
422       0      "Cursed Lich"                        32      32        0         32          32          32        32             32           32            3           2            4             7           400         2000          5           2           180        28          6              0              0             2             0             0             0             0             0             0                    0                  32                 0                    0                    0                     0                      32  
423       0      "Totem Golem"                        42      42        0         42          42          42        42             42           42            3           0            1             6           400         1400          5           2           180        46          6              0              0             0             0             0             0             0             0             0                    0                  42                 0                    0                    0                     0                      42  
424       0      "Grizzly"                            56      56        0         56          56          56        56             56           56            2           17           2             6           400         1600          5           2           185        46          3              0              0             3             0             0             0             0             0             0                    0                  56                 0                    0                    0                     0                      56  
425       0      "Captain Grizzly"                    66      66        0         66          66          66        66             66           66            3           0            1             5           400         1400          5           2           200        46          3              0              3             3             3             5             0             0             0             0                    0                  66                 0                    0                    0                     0                      66  
426       0      "Chaos Castle 13"                    342     342       0         342         342         342       342            342          342           50          0            1             7           400         2000          5           2           300        400         3              0              7             7             7             7             0             0             0             0                    0                  342                0                    0                    0                     0                      342 
427       0      "Chaos Castle 14"                    370     370       0         370         370         370       370            370          370           50          17           6             7           400         1600          5           2           300        400         3              0              7             7             7             7             0             0             0             0                    0                  370                0                    0                    0                     0                      370 
428       0      "Chief Skeleton Warrior"             281     281       0         281         281         281       281            281          281           3           0            1             3           400         2000          5           2           300        400         3              0              8             8             8             8             0             0             0             0                    0                  281                0                    0                    0                     0                      281 
429       0      "Chief Skeleton Archer"              285     285       0         285         285         285       285            285          285           3           0            5             7           400         1600          5           2           300        400         3              0              8             8             8             8             0             0             0             0                    0                  285                0                    0                    0                     0                      285 
430       0      "Dark Skull Soldier"                 306     306       0         306         306         306       306            306          306           3           0            1             3           400         2000          5           2           250        300         3              0              8             8             8             8             0             0             0             0                    0                  306                0                    0                    0                     0                      306 
431       0      "Giant Ogre"                         317     317       0         317         317         317       317            317          317           3           17           5             7           400         1600          5           2           250        300         3              0              8             8             8             8             0             0             0             0                    0                  317                0                    0                    0                     0                      317 
432       0      "Red Skeleton Knight"                352     352       0         352         352         352       352            352          352           3           0            1             3           400         2000          5           2           200        200         3              0              8             8             8             8             0             0             0             0                    0                  352                0                    0                    0                     0                      352 
433       0      "Magic Skeleton"                     385     385       0         385         385         385       385            385          385           4           150          4             6           400         1800          5           2           150        100         4              0              11            11            11            11            0             0             0             0                    0                  385                0                    0                    0                     0                      385 
434       0      "Gigantis"                           310     310       0         310         310         310       310            310          310           3           0            2             7           500         1500          5           2           135        0           3              0              25            25            25            25            0             0             0             0                    0                  310                0                    0                    0                     0                      310 
435       0      "Berserker"                          326     326       0         326         326         326       326            326          326           3           0            2             7           800         1700          5           2           110        0           3              0              50            50            50            50            0             0             0             0                    0                  326                0                    0                    0                     0                      326 
436       0      "Balram (Trainee Soldier)"           352     352       0         352         352         352       352            352          352           6           0            4             7           500         1500          5           2           150        28          3              0              23            23            23            23            0             0             0             0                    0                  352                0                    0                    0                     0                      352 
437       0      "Soram (Trainee Soldier)"            373     373       0         373         373         373       373            373          373           6           0            2             7           500         1500          5           2           150        28          3              0              25            25            25            25            0             0             0             0                    0                  373                0                    0                    0                     0                      373 
438       0      "Persona"                            390     390       0         390         390         390       390            390          390           3           0            5             7           500         1600          5           2           130        0           3              0              29            29            29            29            0             0             0             0                    0                  390                0                    0                    0                     0                      390 
439       0      "Dreadfear"                          417     417       0         417         417         417       417            417          417           3           0            2             5           500         1500          5           2           130        0           3              0              27            27            27            27            0             0             0             0                    0                  417                0                    0                    0                     0                      417 
440       0      "Dark Elf"                           452     452       0         452         452         452       452            452          452           6           0            6             10          700         1700          5           2           150        28          4              0              23            23            23            23            0             0             0             0                    0                  452                0                    0                    0                     0                      452 
441       0      "Sapi-Unus"                          232     232       0         232         232         232       232            232          232           4           0            1             7           600         1500          5           2           140        33          3              0              0             20            0             0             0             0             0             0                    0                  232                0                    0                    0                     0                      232 
442       0      "Sapi-Duo"                           238     238       0         238         238         238       238            238          238           4           0            1             7           600         1500          5           2           140        33          3              0              0             30            0             0             0             0             0             0                    0                  238                0                    0                    0                     0                      238 
443       0      "Sapi-Tres"                          266     266       0         266         266         266       266            266          266           4           17           4             7           600         1500          5           2           135        33          3              0              0             40            0             0             0             0             0             0                    0                  266                0                    0                    0                     0                      266 
444       0      "Shadow Pawn"                        247     247       0         247         247         247       247            247          247           4           0            1             5           700         1700          5           2           135        33          3              0              20            20            0             0             0             0             0             0                    0                  247                0                    0                    0                     0                      247 
445       0      "Shadow Knight"                      257     257       0         257         257         257       257            257          257           4           7            1             5           700         1700          5           2           135        33          3              0              30            30            0             0             0             0             0             0                    0                  257                0                    0                    0                     0                      257 
446       0      "Shadow Look"                        277     277       0         277         277         277       277            277          277           4           0            1             5           700         1700          5           2           130        33          3              0              40            40            0             0             0             0             0             0                    0                  277                0                    0                    0                     0                      277 
447       0      "Thunder Napin"                      242     242       0         242         242         242       242            242          242           4           0            2             5           500         2000          5           2           140        33          3              0              0             0             20            0             0             0             0             0                    0                  242                0                    0                    0                     0                      242 
448       0      "Ghost Napin"                        285     285       0         285         285         285       285            285          285           4           1            2             5           500         2000          5           2           130        33          3              0              0             30            0             0             0             0             0             0                    0                  285                0                    0                    0                     0                      285 
449       0      "Blaze Napin"                        290     290       0         290         290         290       290            290          290           4           0            2             5           500         2000          5           2           130        33          3              0              0             0             0             40            0             0             0             0                    0                  290                0                    0                    0                     0                      290 
450       1      "Cherry Blossom Spirit"              2       2         0         2           2           2         2              2            2             0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0             0             0             0             0                    0                  2                  0                    0                    0                     0                      2   
451       1      "Cherry Blossom Tree"                2       2         0         2           2           2         2              2            2             0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0             0             0             0             0                    0                  2                  0                    0                    0                     0                      2   
452       1      "Seed Master"                        2       2         0         2           2           2         2              2            2             0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0             0             0             0             0                    0                  2                  0                    0                    0                     0                      2   
453       1      "Seed Researcher"                    2       2         0         2           2           2         2              2            2             0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0             0             0             0             0                    0                  2                  0                    0                    0                     0                      2   
454       0      "Ice Walker"                         266     266       0         266         266         266       266            266          266           3           7            6             7           500         1500          5           2           140        33          3              0              150           30            30            30            0             0             0             0                    0                  266                0                    0                    0                     0                      266 
455       0      "Giant Mammoth"                      317     317       0         317         317         317       317            317          317           3           0            3             6           500         1500          5           2           140        33          3              0              150           30            30            30            0             0             0             0                    0                  317                0                    0                    0                     0                      317 
456       0      "Ice Giant"                          368     368       0         368         368         368       368            368          368           3           0            3             7           500         1500          5           2           150        33          3              0              150           30            30            30            0             0             0             0                    0                  368                0                    0                    0                     0                      368 
457       0      "Coolutin"                           425     425       0         425         425         425       425            425          425           3           7            6             7           500         1500          5           2           140        33          3              0              150           30            30            30            0             0             0             0                    0                  425                0                    0                    0                     0                      425 
458       0      "Iron Knight"                        480     480       0         480         480         480       480            480          480           3           0            6             7           500         1500          5           2           140        33          3              0              150           30            30            30            0             0             0             0                    0                  480                0                    0                    0                     0                      480 
459       0      "Selupan"                            498     498       0         498         498         498       498            498          498           3           0            10            8           800         1800          14400       2           100        0           4              0              254           254           150           150           0             0             0             0                    0                  498                0                    0                    0                     0                      498 
460       0      "Spider Eggs"                        7       7         0         7           7           7         7              7            7             3           0            2             7           800         1700          5           0           110        0           3              0              50            50            50            50            0             0             0             0                    0                  7                  0                    0                    0                     0                      7   
461       0      "Spider Eggs"                        7       7         0         7           7           7         7              7            7             3           0            2             7           800         1700          5           0           110        0           3              0              50            50            50            50            0             0             0             0                    0                  7                  0                    0                    0                     0                      7   
462       0      "Spider Eggs"                        7       7         0         7           7           7         7              7            7             3           0            2             7           800         1700          5           0           110        0           3              0              50            50            50            50            0             0             0             0                    0                  7                  0                    0                    0                     0                      7   
463       0      "Fire Flame Ghost"                   522     522       0         522         522         522       522            522          522           3           0            0             1           100         0             14400       1           200        10          0              0              254           254           254           254           0             0             0             0                    0                  522                0                    0                    0                     0                      522 
464       1      "Re-Initialization Helper"           2       2         0         2           2           2         2              2            2             0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0             0             0             0             0                    0                  2                  0                    0                    0                     0                      2   
465       1      "Santa Claus"                        522     522       0         522         522         522       522            522          522           4           3            5             6           400         2200          10          2           150        50          4              0              15            15            20            15            0             0             0             0                    0                  522                0                    0                    0                     0                      522 
466       0      "Cursed Goblin"                      126     126       0         126         126         126       126            126          126           3           0            2             5           400         1800          10          2           300        200         3              0              8             8             8             8             0             0             0             0                    0                  126                0                    0                    0                     0                      126 
467       1      "Snowman"                            7       7         0         7           7           7         7              7            7             0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0             0             0             0             0                    0                  7                  0                    0                    0                     0                      7   
468       1      "Dasher"                             7       7         0         7           7           7         7              7            7             0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0             0             0             0             0                    0                  7                  0                    0                    0                     0                      7   
469       1      "Kermit"                             7       7         0         7           7           7         7              7            7             0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0             0             0             0             0                    0                  7                  0                    0                    0                     0                      7   
470       1      "Dancer"                             7       7         0         7           7           7         7              7            7             0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0             0             0             0             0                    0                  7                  0                    0                    0                     0                      7   
471       1      "Cupid"                              7       7         0         7           7           7         7              7            7             0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0             0             0             0             0                    0                  7                  0                    0                    0                     0                      7   
